offline_datapoint_0 1681652526 82.567
offline_datapoint_0 1681652529 81.418
offline_datapoint_0 1681652534 33.859
offline_datapoint_0 1681652539 22.414
offline_datapoint_0 1681652541 18.470
offline_datapoint_0 1681652544 22.869
offline_datapoint_0 1681652547 18.276
offline_datapoint_0 1681652550 19.957
offline_datapoint_0 1681652553 20.442
offline_datapoint_0 1681652556 14.830
offline_datapoint_0 1681652559 14.924
offline_datapoint_0 1681652562 20.161
offline_datapoint_0 1681652565 18.882
offline_datapoint_0 1681652568 20.529
offline_datapoint_0 1681652571 12.302
offline_datapoint_1 1681652576 6085.000
offline_datapoint_0 1681652574 39.591
offline_datapoint_1 1681652579 6093.000
offline_datapoint_0 1681652577 26.468
offline_datapoint_1 1681652582 6094.000
offline_datapoint_0 1681652580 22.013
offline_datapoint_1 1681652585 6108.000
offline_datapoint_0 1681652583 19.673
offline_datapoint_1 1681652588 6109.000
offline_datapoint_0 1681652586 18.202
offline_datapoint_1 1681652591 6108.000
offline_datapoint_0 1681652589 21.051
offline_datapoint_1 1681652594 6106.000
offline_datapoint_0 1681652592 18.631
offline_datapoint_1 1681652597 6102.000
offline_datapoint_0 1681652595 17.448
offline_datapoint_1 1681652600 6094.000
offline_datapoint_0 1681652598 20.187
offline_datapoint_1 1681652603 6101.000
offline_datapoint_0 1681652601 18.056
offline_datapoint_1 1681652606 6097.000
offline_datapoint_0 1681652604 25.018
offline_datapoint_1 1681652609 6085.000
offline_datapoint_0 1681652607 17.192
offline_datapoint_1 1681652612 6074.000
offline_datapoint_0 1681652610 32.879
offline_datapoint_1 1681652615 6094.000
offline_datapoint_0 1681652613 26.143
offline_datapoint_1 1681652618 6100.000
offline_datapoint_0 1681652616 20.969
offline_datapoint_1 1681652621 6107.000
offline_datapoint_0 1681652619 19.133
offline_datapoint_1 1681652624 6113.000
offline_datapoint_0 1681652622 20.794
offline_datapoint_1 1681652627 6111.000
offline_datapoint_0 1681652625 15.348
offline_datapoint_1 1681652630 6119.000
offline_datapoint_0 1681652628 18.008
offline_datapoint_1 1681652633 6107.000
offline_datapoint_0 1681652631 21.927
offline_datapoint_1 1681652636 6289.000
offline_datapoint_0 1681652634 21.267
offline_datapoint_1 1681652639 6301.000
offline_datapoint_0 1681652637 15.834
offline_datapoint_1 1681652642 6300.000
offline_datapoint_0 1681652640 16.627
offline_datapoint_1 1681652645 6269.000
offline_datapoint_0 1681652643 32.442
offline_datapoint_1 1681652648 6277.000
offline_datapoint_0 1681652646 20.955
offline_datapoint_1 1681652651 6273.000
offline_datapoint_0 1681652649 17.732
offline_datapoint_1 1681652654 6276.000
offline_datapoint_0 1681652652 19.215
offline_datapoint_1 1681652657 6285.000
offline_datapoint_0 1681652655 18.969
offline_datapoint_1 1681652660 6290.000
offline_datapoint_0 1681652658 16.845
offline_datapoint_1 1681652663 6289.000
offline_datapoint_0 1681652661 15.353
offline_datapoint_1 1681652666 6287.000
offline_datapoint_0 1681652664 16.571
offline_datapoint_1 1681652669 6271.000
offline_datapoint_0 1681652667 33.957
offline_datapoint_1 1681652672 6275.000
offline_datapoint_0 1681652670 17.366
offline_datapoint_1 1681652675 6272.000
offline_datapoint_0 1681652673 20.624
offline_datapoint_1 1681652678 6268.000
offline_datapoint_0 1681652676 16.051
offline_datapoint_1 1681652681 6267.000
offline_datapoint_0 1681652679 22.118
offline_datapoint_1 1681652684 6256.000
offline_datapoint_0 1681652682 19.213
offline_datapoint_1 1681652687 6265.000
offline_datapoint_0 1681652685 19.145
offline_datapoint_1 1681652690 6264.000
offline_datapoint_0 1681652688 16.875
offline_datapoint_1 1681652693 6258.000
offline_datapoint_0 1681652691 19.970
offline_datapoint_1 1681652696 6263.000
offline_datapoint_0 1681652694 16.645
offline_datapoint_1 1681652699 6266.000
offline_datapoint_0 1681652697 16.561
offline_datapoint_1 1681652702 6281.000
offline_datapoint_0 1681652700 17.329
offline_datapoint_1 1681652705 6281.000
offline_datapoint_0 1681652703 17.689
offline_datapoint_1 1681652708 6290.000
offline_datapoint_0 1681652706 11.189
offline_datapoint_1 1681652711 6282.000
offline_datapoint_0 1681652709 15.758
offline_datapoint_1 1681652714 6219.000
offline_datapoint_0 1681652712 32.656
offline_datapoint_1 1681652717 6232.000
offline_datapoint_0 1681652715 35.156
offline_datapoint_1 1681652720 6226.000
offline_datapoint_0 1681652718 22.383
offline_datapoint_1 1681652723 6224.000
offline_datapoint_0 1681652721 16.660
offline_datapoint_1 1681652726 6217.000
offline_datapoint_0 1681652724 21.254
offline_datapoint_1 1681652729 6224.000
offline_datapoint_0 1681652727 19.419
offline_datapoint_1 1681652732 6228.000
offline_datapoint_0 1681652730 19.103
offline_datapoint_1 1681652735 6229.000
offline_datapoint_0 1681652733 19.203
offline_datapoint_1 1681652738 6233.000
offline_datapoint_0 1681652736 15.012
offline_datapoint_1 1681652741 6232.000
offline_datapoint_0 1681652739 13.826
offline_datapoint_1 1681652744 6234.000
offline_datapoint_0 1681652742 16.512
offline_datapoint_1 1681652747 6222.000
offline_datapoint_0 1681652745 17.452
offline_datapoint_1 1681652750 6226.000
offline_datapoint_0 1681652748 16.820
offline_datapoint_1 1681652753 6226.000
offline_datapoint_0 1681652751 16.574
offline_datapoint_1 1681652756 6211.000
offline_datapoint_0 1681652754 19.787
offline_datapoint_1 1681652759 6212.000
offline_datapoint_0 1681652757 18.876
offline_datapoint_1 1681652762 6211.000
offline_datapoint_0 1681652760 21.209
offline_datapoint_1 1681652765 6218.000
offline_datapoint_0 1681652763 17.941
offline_datapoint_1 1681652768 6238.000
offline_datapoint_0 1681652766 21.629
offline_datapoint_1 1681652771 6209.000
offline_datapoint_0 1681652769 17.686
offline_datapoint_1 1681652774 6229.000
offline_datapoint_0 1681652772 15.631
offline_datapoint_1 1681652777 6223.000
offline_datapoint_0 1681652775 15.930
offline_datapoint_1 1681652780 6235.000
offline_datapoint_0 1681652778 17.259
offline_datapoint_1 1681652783 6240.000
offline_datapoint_0 1681652781 15.966
offline_datapoint_1 1681652786 6243.000
offline_datapoint_0 1681652784 17.329
offline_datapoint_1 1681652789 6240.000
offline_datapoint_0 1681652787 17.862
offline_datapoint_1 1681652792 6242.000
offline_datapoint_0 1681652790 19.983
offline_datapoint_1 1681652795 6221.000
offline_datapoint_0 1681652793 35.774
offline_datapoint_1 1681652798 6232.000
offline_datapoint_0 1681652796 21.273
offline_datapoint_1 1681652801 6232.000
offline_datapoint_0 1681652799 20.839
offline_datapoint_1 1681652804 6233.000
offline_datapoint_0 1681652802 11.762
offline_datapoint_1 1681652807 6234.000
offline_datapoint_0 1681652805 16.723
offline_datapoint_1 1681652810 6223.000
offline_datapoint_0 1681652808 16.355
offline_datapoint_1 1681652813 6227.000
offline_datapoint_0 1681652811 15.857
offline_datapoint_1 1681652816 6226.000
offline_datapoint_0 1681652814 17.373
offline_datapoint_1 1681652819 6222.000
offline_datapoint_0 1681652817 18.167
offline_datapoint_1 1681652822 6225.000
offline_datapoint_0 1681652820 16.836
offline_datapoint_1 1681652825 6241.000
offline_datapoint_0 1681652823 16.531
offline_datapoint_1 1681652828 6247.000
offline_datapoint_0 1681652826 17.322
offline_datapoint_1 1681652831 6250.000
offline_datapoint_0 1681652829 19.129
offline_datapoint_1 1681652834 6250.000
offline_datapoint_0 1681652832 17.890
offline_datapoint_1 1681652837 6250.000
offline_datapoint_0 1681652835 20.193
offline_datapoint_1 1681652840 6238.000
offline_datapoint_0 1681652838 18.124
offline_datapoint_1 1681652843 6234.000
offline_datapoint_0 1681652841 20.107
offline_datapoint_1 1681652846 6240.000
offline_datapoint_0 1681652844 16.706
offline_datapoint_1 1681652849 6241.000
offline_datapoint_0 1681652847 19.075
offline_datapoint_1 1681652852 6236.000
offline_datapoint_0 1681652850 16.344
offline_datapoint_1 1681652855 6244.000
offline_datapoint_0 1681652853 27.382
offline_datapoint_1 1681652858 6216.000
offline_datapoint_0 1681652856 24.342
offline_datapoint_1 1681652861 6153.000
offline_datapoint_0 1681652859 41.615
offline_datapoint_1 1681652864 6246.000
offline_datapoint_0 1681652862 33.762
offline_datapoint_1 1681652867 6377.000
offline_datapoint_0 1681652865 19.709
offline_datapoint_1 1681652870 6379.000
offline_datapoint_0 1681652868 21.184
offline_datapoint_1 1681652873 6372.000
offline_datapoint_0 1681652871 20.153
offline_datapoint_1 1681652876 6373.000
offline_datapoint_0 1681652874 17.398
offline_datapoint_1 1681652879 6372.000
offline_datapoint_0 1681652877 16.489
offline_datapoint_1 1681652882 6365.000
offline_datapoint_0 1681652880 15.426
offline_datapoint_1 1681652885 6370.000
offline_datapoint_0 1681652883 15.287
offline_datapoint_1 1681652888 6375.000
offline_datapoint_0 1681652886 15.316
offline_datapoint_1 1681652891 6380.000
offline_datapoint_0 1681652889 19.759
offline_datapoint_1 1681652894 6379.000
offline_datapoint_0 1681652892 18.689
offline_datapoint_1 1681652897 6375.000
offline_datapoint_0 1681652895 11.464
offline_datapoint_1 1681652900 6376.000
offline_datapoint_0 1681652898 14.285
offline_datapoint_1 1681652903 6375.000
offline_datapoint_0 1681652901 18.388
offline_datapoint_1 1681652906 6380.000
offline_datapoint_0 1681652904 22.175
offline_datapoint_1 1681652909 6375.000
offline_datapoint_0 1681652907 21.550
offline_datapoint_1 1681652912 6371.000
offline_datapoint_0 1681652910 19.836
offline_datapoint_1 1681652915 6349.000
offline_datapoint_0 1681652913 33.768
offline_datapoint_1 1681652918 6344.000
offline_datapoint_0 1681652916 26.028
offline_datapoint_1 1681652921 6352.000
offline_datapoint_0 1681652919 17.387
offline_datapoint_1 1681652924 6357.000
offline_datapoint_0 1681652922 16.652
offline_datapoint_1 1681652927 6355.000
offline_datapoint_0 1681652925 16.704
offline_datapoint_1 1681652930 6358.000
offline_datapoint_0 1681652928 17.282
offline_datapoint_1 1681652933 6345.000
offline_datapoint_0 1681652931 15.904
offline_datapoint_1 1681652936 6350.000
offline_datapoint_0 1681652934 16.267
offline_datapoint_1 1681652939 6348.000
offline_datapoint_0 1681652937 17.080
offline_datapoint_1 1681652942 6308.000
offline_datapoint_0 1681652940 18.280
offline_datapoint_1 1681652945 6308.000
offline_datapoint_0 1681652943 19.923
offline_datapoint_1 1681652948 6309.000
offline_datapoint_0 1681652946 16.629
offline_datapoint_1 1681652951 6331.000
offline_datapoint_0 1681652949 15.781
offline_datapoint_1 1681652954 6330.000
offline_datapoint_0 1681652952 16.675
offline_datapoint_1 1681652957 6330.000
offline_datapoint_0 1681652955 15.315
offline_datapoint_1 1681652960 6328.000
offline_datapoint_0 1681652958 15.645
offline_datapoint_1 1681652963 6320.000
offline_datapoint_0 1681652961 15.951
offline_datapoint_1 1681652966 6326.000
offline_datapoint_0 1681652964 19.058
offline_datapoint_1 1681652969 6342.000
offline_datapoint_0 1681652967 18.163
offline_datapoint_1 1681652972 6314.000
offline_datapoint_0 1681652970 20.309
offline_datapoint_1 1681652975 6316.000
offline_datapoint_0 1681652973 19.688
offline_datapoint_1 1681652978 6323.000
offline_datapoint_0 1681652976 15.981
offline_datapoint_1 1681652981 6350.000
offline_datapoint_0 1681652979 17.784
offline_datapoint_1 1681652984 6349.000
offline_datapoint_0 1681652982 18.704
offline_datapoint_1 1681652987 6348.000
offline_datapoint_0 1681652985 18.792
offline_datapoint_1 1681652990 6359.000
offline_datapoint_0 1681652988 17.174
offline_datapoint_1 1681652993 6365.000
offline_datapoint_0 1681652991 20.489
offline_datapoint_1 1681652996 6469.000
offline_datapoint_0 1681652994 20.128
offline_datapoint_1 1681652999 6467.000
offline_datapoint_0 1681652997 17.940
offline_datapoint_1 1681653002 6456.000
offline_datapoint_0 1681653000 16.420
offline_datapoint_1 1681653005 6457.000
offline_datapoint_0 1681653003 19.222
offline_datapoint_1 1681653008 6462.000
offline_datapoint_0 1681653006 15.854
offline_datapoint_1 1681653011 6467.000
offline_datapoint_0 1681653009 18.998
offline_datapoint_1 1681653014 6466.000
offline_datapoint_0 1681653012 16.663
