11 1681706579 2.456599 7 2.456599 2.456599 2.456599
13 1681706584 0.584416 6 0.584416 0.584416 0.584416
11 1681706584 3.354003 3 3.354003 3.354003 3.354003
13 1681706589 0.547145 4 0.547145 0.547145 0.547145
21 1681706594 0.518804 10 0.518804 0.518804 0.518804
23 1681706599 0.557782 10 0.557782 0.557782 0.557782
11 1681706609 1.871457 10 1.871457 1.871457 1.871457
13 1681706614 0.587346 10 0.587346 0.587346 0.587346
21 1681706619 0.512239 9 0.512239 0.512239 0.512239
21 1681706624 0.473395 1 0.473395 0.473395 0.473395
23 1681706624 0.523181 6 0.523181 0.523181 0.523181
23 1681706629 0.553647 4 0.553647 0.553647 0.553647
11 1681706639 1.768024 10 1.768024 1.768024 1.768024
13 1681706644 0.537168 10 0.537168 0.537168 0.537168
21 1681706649 0.505849 10 0.505849 0.505849 0.505849
23 1681706654 0.512172 10 0.512172 0.512172 0.512172
11 1681706664 1.771014 6 1.771014 1.771014 1.771014
13 1681706669 0.483420 5 0.483420 0.483420 0.483420
11 1681706669 1.760313 4 1.760313 1.760313 1.760313
13 1681706674 0.502406 5 0.502406 0.502406 0.502406
21 1681706679 0.552779 10 0.552779 0.552779 0.552779
23 1681706684 0.510510 10 0.510510 0.510510 0.510510
11 1681706694 1.733511 10 1.733511 1.733511 1.733511
13 1681706699 0.485453 10 0.485453 0.485453 0.485453
21 1681706704 0.507990 9 0.507990 0.507990 0.507990
21 1681706709 0.470660 1 0.470660 0.470660 0.470660
23 1681706709 0.521616 6 0.521616 0.521616 0.521616
23 1681706714 0.492087 4 0.492087 0.492087 0.492087
11 1681706724 1.807176 10 1.807176 1.807176 1.807176
13 1681706729 0.549048 10 0.549048 0.549048 0.549048
21 1681706734 0.519253 10 0.519253 0.519253 0.519253
23 1681706739 0.499472 10 0.499472 0.499472 0.499472
11 1681706749 1.742214 6 1.742214 1.742214 1.742214
13 1681706754 0.514265 3 0.514265 0.514265 0.514265
11 1681706754 1.789829 4 1.789829 1.789829 1.789829
13 1681706759 0.520050 7 0.520050 0.520050 0.520050
21 1681706764 0.526613 10 0.526613 0.526613 0.526613
23 1681706769 0.532701 10 0.532701 0.532701 0.532701
11 1681706779 1.817997 10 1.817997 1.817997 1.817997
13 1681706784 0.520823 10 0.520823 0.520823 0.520823
21 1681706789 0.522834 8 0.522834 0.522834 0.522834
21 1681706794 0.496021 2 0.496021 0.496021 0.496021
23 1681706794 0.494637 6 0.494637 0.494637 0.494637
23 1681706799 0.494066 4 0.494066 0.494066 0.494066
11 1681706809 1.778244 10 1.778244 1.778244 1.778244
13 1681706814 0.507255 10 0.507255 0.507255 0.507255
21 1681706819 0.510396 10 0.510396 0.510396 0.510396
23 1681706824 0.543549 10 0.543549 0.543549 0.543549
11 1681706834 1.761520 6 1.761520 1.761520 1.761520
13 1681706839 0.510093 1 0.510093 0.510093 0.510093
11 1681706839 1.794791 4 1.794791 1.794791 1.794791
13 1681706844 0.599837 9 0.599837 0.599837 0.599837
21 1681706849 0.533754 10 0.533754 0.533754 0.533754
23 1681706854 0.548693 10 0.548693 0.548693 0.548693
11 1681706864 1.849540 10 1.849540 1.849540 1.849540
13 1681706869 0.477830 10 0.477830 0.477830 0.477830
21 1681706874 0.496694 8 0.496694 0.496694 0.496694
21 1681706879 0.477403 2 0.477403 0.477403 0.477403
23 1681706879 0.510066 5 0.510066 0.510066 0.510066
23 1681706884 0.486639 5 0.486639 0.486639 0.486639
11 1681706894 2.008692 10 2.008692 2.008692 2.008692
13 1681706899 0.518445 10 0.518445 0.518445 0.518445
21 1681706904 0.490196 10 0.490196 0.490196 0.490196
23 1681706909 0.509178 10 0.509178 0.509178 0.509178
11 1681706919 1.749044 3 1.749044 1.749044 1.749044
11 1681706924 1.752676 7 1.752676 1.752676 1.752676
13 1681706929 0.507336 10 0.507336 0.507336 0.507336
21 1681706934 0.495620 10 0.495620 0.495620 0.495620
23 1681706939 0.498556 10 0.498556 0.498556 0.498556
11 1681706949 1.763705 10 1.763705 1.763705 1.763705
13 1681706954 0.516216 10 0.516216 0.516216 0.516216
21 1681706959 0.487848 7 0.487848 0.487848 0.487848
21 1681706964 0.489170 3 0.489170 0.489170 0.489170
23 1681706964 0.571822 3 0.571822 0.571822 0.571822
23 1681706969 0.517096 7 0.517096 0.517096 0.517096
11 1681706979 1.755128 10 1.755128 1.755128 1.755128
13 1681706984 0.586328 10 0.586328 0.586328 0.586328
21 1681706989 0.571368 10 0.571368 0.571368 0.571368
