13 1681652534 142910.000000 10 142910.000000 142910.000000 142910.000000
13 1681652544 4454.000000 10 4454.000000 4454.000000 4454.000000
13 1681652554 4864.000000 10 4864.000000 4864.000000 4864.000000
13 1681652564 4480.800000 10 4480.800000 4480.800000 4480.800000
13 1681652569 142910.000000 10 142910.000000 142910.000000 142910.000000
13 1681652579 4468.000000 10 4468.000000 4468.000000 4468.000000
13 1681652589 972.800000 2 972.800000 972.800000 972.800000
13 1681652594 3891.200000 8 3891.200000 3891.200000 3891.200000
13 1681652604 4481.600000 10 4481.600000 4481.600000 4481.600000
13 1681652609 142910.000000 10 142910.000000 142910.000000 142910.000000
13 1681652619 4460.000000 10 4460.000000 4460.000000 4460.000000
13 1681652629 4864.000000 10 4864.000000 4864.000000 4864.000000
13 1681652639 4483.600000 10 4483.600000 4483.600000 4483.600000
13 1681652644 142910.000000 10 142910.000000 142910.000000 142910.000000
13 1681652654 2682.000000 6 2682.000000 2682.000000 2682.000000
13 1681652659 1788.000000 4 1788.000000 1788.000000 1788.000000
13 1681652664 1459.200000 3 1459.200000 1459.200000 1459.200000
13 1681652669 3404.800000 7 3404.800000 3404.800000 3404.800000
13 1681652679 4483.800000 10 4483.800000 4483.800000 4483.800000
13 1681652684 142910.800000 10 142910.800000 142910.800000 142910.800000
13 1681652694 4464.000000 10 4464.000000 4464.000000 4464.000000
13 1681652704 4864.000000 10 4864.000000 4864.000000 4864.000000
13 1681652714 4482.000000 10 4482.000000 4482.000000 4482.000000
13 1681652719 142910.000000 10 142910.000000 142910.000000 142910.000000
13 1681652729 1789.600000 4 1789.600000 1789.600000 1789.600000
13 1681652734 2684.400000 6 2684.400000 2684.400000 2684.400000
13 1681652739 486.400000 1 486.400000 486.400000 486.400000
13 1681652744 4377.600000 9 4377.600000 4377.600000 4377.600000
13 1681652754 4482.400000 10 4482.400000 4482.400000 4482.400000
13 1681652759 142910.000000 10 142910.000000 142910.000000 142910.000000
13 1681652769 4454.000000 10 4454.000000 4454.000000 4454.000000
13 1681652779 4864.000000 10 4864.000000 4864.000000 4864.000000
13 1681652789 4482.400000 10 4482.400000 4482.400000 4482.400000
13 1681652794 142910.000000 10 142910.000000 142910.000000 142910.000000
13 1681652804 1340.400000 3 1340.400000 1340.400000 1340.400000
13 1681652809 3127.600000 7 3127.600000 3127.600000 3127.600000
13 1681652819 4864.000000 10 4864.000000 4864.000000 4864.000000
13 1681652829 4482.200000 10 4482.200000 4482.200000 4482.200000
13 1681652834 142910.000000 10 142910.000000 142910.000000 142910.000000
13 1681652844 4460.000000 10 4460.000000 4460.000000 4460.000000
13 1681652854 4864.000000 10 4864.000000 4864.000000 4864.000000
13 1681652864 4483.200000 10 4483.200000 4483.200000 4483.200000
13 1681652869 71455.000000 5 71455.000000 71455.000000 71455.000000
13 1681652874 71455.000000 5 71455.000000 71455.000000 71455.000000
13 1681652879 447.000000 1 447.000000 447.000000 447.000000
13 1681652884 4023.000000 9 4023.000000 4023.000000 4023.000000
13 1681652894 4864.000000 10 4864.000000 4864.000000 4864.000000
13 1681652904 4482.000000 10 4482.000000 4482.000000 4482.000000
13 1681652909 142910.000000 10 142910.000000 142910.000000 142910.000000
13 1681652919 4017.600000 9 4017.600000 4017.600000 4017.600000
13 1681652924 446.400000 1 446.400000 446.400000 446.400000
13 1681652929 4377.600000 9 4377.600000 4377.600000 4377.600000
13 1681652934 486.400000 1 486.400000 486.400000 486.400000
13 1681652939 3137.400000 7 3137.400000 3137.400000 3137.400000
13 1681652944 29926.400000 5 29926.400000 29926.400000 29926.400000
13 1681652949 114328.000000 8 114328.000000 114328.000000 114328.000000
13 1681652954 447.400000 1 447.400000 447.400000 447.400000
13 1681652959 4026.600000 9 4026.600000 4026.600000 4026.600000
13 1681652969 4864.000000 10 4864.000000 4864.000000 4864.000000
13 1681652979 4483.000000 10 4483.000000 4483.000000 4483.000000
13 1681652984 142910.000000 10 142910.000000 142910.000000 142910.000000
13 1681652994 4008.600000 9 4008.600000 4008.600000 4008.600000
13 1681652999 445.400000 1 445.400000 445.400000 445.400000
13 1681653004 3891.200000 8 3891.200000 3891.200000 3891.200000
13 1681653009 972.800000 2 972.800000 972.800000 972.800000
13 1681653014 2688.800000 6 2688.800000 2688.800000 2688.800000
13 1681653019 30374.400000 6 30374.400000 30374.400000 30374.400000
13 1681653024 114328.000000 8 114328.000000 114328.000000 114328.000000
13 1681653034 4468.000000 10 4468.000000 4468.000000 4468.000000
13 1681653044 4864.000000 10 4864.000000 4864.000000 4864.000000
13 1681653054 4480.800000 10 4480.800000 4480.800000 4480.800000
13 1681653059 142910.000000 10 142910.000000 142910.000000 142910.000000
13 1681653069 3568.000000 8 3568.000000 3568.000000 3568.000000
13 1681653074 892.000000 2 892.000000 892.000000 892.000000
13 1681653079 3404.800000 7 3404.800000 3404.800000 3404.800000
13 1681653084 1459.200000 3 1459.200000 1459.200000 1459.200000
13 1681653089 1792.600000 4 1792.600000 1792.600000 1792.600000
13 1681653094 16979.800000 7 16979.800000 16979.800000 16979.800000
13 1681653099 128619.000000 9 128619.000000 128619.000000 128619.000000
13 1681653109 4470.000000 10 4470.000000 4470.000000 4470.000000
13 1681653119 4864.000000 10 4864.000000 4864.000000 4864.000000
13 1681653129 4481.800000 10 4481.800000 4481.800000 4481.800000
13 1681653134 142910.000000 10 142910.000000 142910.000000 142910.000000
13 1681653144 3579.200000 8 3579.200000 3579.200000 3579.200000
13 1681653149 894.800000 2 894.800000 894.800000 894.800000
13 1681653154 3404.800000 7 3404.800000 3404.800000 3404.800000
13 1681653159 1459.200000 3 1459.200000 1459.200000 1459.200000
13 1681653164 896.400000 2 896.400000 896.400000 896.400000
13 1681653169 17876.600000 9 17876.600000 17876.600000 17876.600000
13 1681653174 128619.000000 9 128619.000000 128619.000000 128619.000000
13 1681653184 4454.000000 10 4454.000000 4454.000000 4454.000000
13 1681653194 4864.000000 10 4864.000000 4864.000000 4864.000000
13 1681653204 4480.000000 10 4480.000000 4480.000000 4480.000000
13 1681653209 128619.000000 9 128619.000000 128619.000000 128619.000000
13 1681653214 14291.000000 1 14291.000000 14291.000000 14291.000000
13 1681653219 3127.600000 7 3127.600000 3127.600000 3127.600000
13 1681653224 1340.400000 3 1340.400000 1340.400000 1340.400000
13 1681654574 2432.000000 5 2432.000000 2432.000000 2432.000000
13 1681654579 3776.600000 8 3776.600000 3776.600000 3776.600000
13 1681654584 217053.600000 21 217053.600000 217053.600000 217053.600000
13 1681654589 128619.000000 9 128619.000000 128619.000000 128619.000000
